"","Avg_SpecificType","Avg_Normal","SD_SpecificType","SD_Normal","p.val_SpecificType_Normal","pvalue_Adj"
"ACVR2A",330.394642667085,363.334178494561,121.51834350343,204.986528903911,0.52603998162094,0.64036783983056
"ACVR2B",295.014855673686,357.223831988023,161.038224416673,240.766278044186,0.357759934528747,0.486482369026386
"ACVRL1",730.843498845656,633.845337943339,278.061860787941,326.534965206456,0.386817246414135,0.514241855736464
"ACY1",1187.20056443199,772.153012525097,376.602752687144,413.717876482144,0.0170422694770485,0.0557097498866936
"ACY3",6.90230932783615,12.7624145237638,5.17082220859182,26.857724080112,0.14289777068612,0.255166261301337
"ACYP1",159.039220556768,142.786679046152,50.4735771950714,64.8240415398352,0.42876572584341,0.55276984843939
"ACYP2",173.8466950096,158.048352215665,34.900163966764,66.6418505287175,0.311319769568324,0.446647595387089
"ADA",114.414588343666,83.3103345835297,33.8211314658488,72.1731967382739,0.0561539146666948,0.129754217464025
"ADAD1",0,0.00687953033007454,0,0.0528426751421851,0.321464383120815,0.450097791498337
"ADAD2",2.12503641741184,0.842371831517164,2.62707348457505,1.08042276015198,0.212579770112623,0.338088184817734
"ADAL",173.771325292087,331.164149757463,47.627465497574,178.837026162551,2.35698803244505e-06,5.48682296820009e-05
"ADAM10",1083.69095720675,2070.15831155446,685.845536210225,1331.92811318342,0.00459376206026255,0.0217962410087741
"ADAM11",17.8418146826447,5.29025486841402,8.12790882522661,3.55638881189757,0.00311834467865503,0.0164799849259837
"ADAM12",106.437655946695,26.5471731404789,53.8506717372091,29.60773414137,0.00378830710978807,0.0190081325401697
"ADAM15",2349.93214096794,1382.53874414442,625.799615472411,645.534949394547,0.00263898261037493,0.0145702617125662
"ADAM17",420.026459865596,467.869618781736,227.945667984031,269.011826515686,0.598228903616454,0.702220043979827
"ADAM18",0,0.00828615341214017,0,0.0636471520478474,0.321464383120816,0.450097791498337
"ADAM19",190.213918120099,196.098723832744,82.7066445537033,204.231729257083,0.88301635615006,0.918896915086884
"ADAM20",3.78281409722595,2.82838627081672,1.51404153163494,1.90130676091505,0.13589271568894,0.245777494974561
"ADAM21",1.86671942464767,5.77855954136888,0.870486619221014,4.51114074941763,1.99394518994875e-07,6.59979102031104e-06
"ADAM21P1",0.251524941438585,1.33570614481078,0.296102124025404,1.17961135772824,5.67203126054183e-07,1.61190452590348e-05
"ADAM2",0,0,0,0,NA,NA
"ADAM22",17.6640643961106,114.652725579857,19.5066442805494,77.5376588093169,4.66777634361116e-10,3.96237876340854e-08
"ADAM23",5.97081147952119,12.0220475358701,4.80920393294237,10.8381743270572,0.0131007983470293,0.0463791240111034
"ADAM28",79.9741924258998,71.1531995590453,43.0589387052234,84.6021142913934,0.645194001939645,0.740771332956297
"ADAM29",0.176326080877171,0.202035621950265,0.379859865492147,0.497604148068837,0.866364081928291,0.906982613907302
